id,醫事機構名稱,醫事機構地址,Response_X,Response_Y
594,白佳欣眼科診所,台中市北屯區三光里北屯路１９２–４號,218931.231,2673284.447
595,白佳昇皮膚科診所,台中市北屯區三光里北屯路１９８–６號,218931.231,2673284.447
596,寶存家庭醫學科診所,台中市北屯區平安里青島路四段１３０號,218352.234,2673647.546
597,蘇游耳鼻喉科診所,台中市北屯區昌平路一段９９–３號,218948.011,2673406.035
598,康康診所,台中市北屯區舊社里北屯路４２８–３號,219520.12,2674556.774
599,尚義診所,台中市北屯區三光里北屯路２９９–１號,218931.231,2673284.447
600,鍾錦彬診所,台中市北屯區三光里北屯路２１２巷６號,219146.171,2673613.086
601,蕭永明骨科診所,台中市北屯區中清路２段４９７號及４９９號１、２樓,216088.431,2675140.325
602,林士璁小兒科診所,台中市北屯區大連路２段２３１號１樓,218366.962,2674527.615
603,永新診所,台中市北屯區松竹路2段１１６號１-２樓,219354.291,2675335.765
604,張世聰診所,台中市北屯區陳平一街１３９號１樓,216084.984,2675692.253
605,見安診所,台中市北屯區仁和里四平路４５１號１樓,217586.476,2676241.561
606,張眼科診所,台中市北屯區昌平路１段１１３-３號１樓,218522.223,2674448.294
607,愛兒診所,台中市北屯區昌平路２段１之２號１樓,218529.674,2674671.233
608,張廣智耳鼻喉科診所,台中市北屯區中清路二段５３１號１樓、５３３號１樓,216057.97,2675205.225
609,王鴻雄診所,台中市北屯區軍功里東山路１段２２５–１０號１樓,220989.946,2674279.973
610,謝診所,台中市北屯區北屯路４３１號１樓,219437.09,2674602.554
611,莊雅旭小兒科診所,台中市北屯區松竹路２段１５５號１樓,219108.519,2675336.245
612,承安耳鼻喉科診所,台中市北屯區北屯路４４１號１樓,219595.595,2674957.086
613,后庄診所,台中市北屯區后庄里后庄1街70號,215885.545,2675791.271
614,陳建州診所,台中市北屯區田平里昌平路１段１７６號,218731.303,2673802.585
615,佑仁聯合診所,台中市北屯區陳平里中清路８６號,215987.821,2675454.333
616,韓勝通耳鼻喉科診所,台中市北屯區中清路二段７１６號１樓,215949.412,2675522.514
617,花耳鼻喉科診所,台中市北屯區中清路二段８１０號,215841.073,2675715.438
618,佳佑診所,台中市北屯區崇德路２段４２５．４２７號１樓,218129.673,2675146.194
619,張澎旭耳鼻喉科診所,台中市北屯區昌平路１段９１之２２號１樓,218650.062,2673858.845
620,楊進順診所,台中市北屯區昌平路１段３３８號,218572.763,2674308.353
621,佳彥耳鼻喉科診所,台中市北屯區文心路４段９４１號１樓,218976.399,2674036.433
622,和生診所,台中市北屯區興安路１段３２０號１樓,218979.708,2674358.569
623,黃千銘皮膚科診所,台中市北屯區大連路二段２７９號１樓,218508.293,2674512.344
624,光仁骨外科診所,台中市北屯區北屯路１９８之４．之５號１．２樓,219034.921,2673470.544
625,陳玄宗診所,台中市北屯區昌平路二段９－８號１樓,218475.163,2674998.765
626,蘇益寬小兒科診所,台中市北屯區大連路一段４號１樓,216617.37,2674445.884
627,林眼科診所,台中市北屯區昌平路二段一三○號一樓,218537.755,2674737.852
628,崇光診所,台中市北屯區昌平路一段107-1號1樓,218529.764,2674348.054
629,王佑賢小兒科診所,台中市北屯區興安路２段４１９號１樓,219002.361,2675305.285
630,符乾龍小兒科診所,台中市北屯區大鵬路６４號１樓,216127.22,2674813.006
631,英吉診所,台中市北屯區北屯路２１３號地下１、２、３、４樓,218885.073,2673293.078
632,京冠診所,台中市北屯區崇德路２段２５２號１樓,218086.845,2674438.654
633,東山家庭醫學科診所,台中市北屯區東山路１段３０８號１樓,221674.171,2674524.205
634,健而美診所,台中市北屯區東山路１段１４２－９號１樓,219875.508,2673808.814
635,杏鴻耳鼻喉科診所,台中市北屯區松竹路２段２０２號１樓,218975.261,2675373.785
636,文彥診所,台中市北屯區昌平路２段８－２０號１樓,218512.926,2674993.251
637,中清診所,台中市北屯區中清路２段４３３號１樓,216130.488,2675032.585
638,水湳婦產科診所,台中市北屯區中清路２段１２１號１樓、１２３號１樓、２樓,216494.956,2674539.069
639,楊醫師小兒科診所,台中市北屯區昌平路１段３５６之１號１樓,218572.152,2674370.203
640,華康診所,台中市北屯區松竹路２段１３５號１樓,219173.478,2675328.555
641,康瑞診所,台中市北屯區興安路１段２８０號２、３樓,218965.426,2674222.35
642,麗得美整形外科診所,台中市北屯區文心路４段１２７號１樓,217013.09,2674316.612
643,榮曜診所,台中市北屯區青島路４段４６號１樓,218189.655,2673671.947
644,大愛復健科診所,台中市北屯區北平路３段１１５號１樓、１１７號１樓,217781.962,2674016.143
645,駿朋診所,台中市北屯區中清路８８－５號１樓,216525.769,2674489.074
646,李彥德耳鼻喉科診所,台中市北屯區軍功路１段７３２號１、２樓,221469.011,2674400.47
647,晶睛眼科診所,台中市北屯區松竹路２段１６７號１樓,219083.342,2675335.955
648,安心婦產科診所,台中市北屯區文心路四段９３７號１－２樓,218971.065,2674027.841
649,謝東賢耳鼻喉科診所,台中市豐原區頂街里中正路１０６號,221644.57,2682962.839
650,余眼科診所,台中市豐原區豐原里中正路１４號,221794.26,2683138.56
651,明義內小兒科診所,台中市豐原區富春里富春街１００號,221342.144,2682911.588
652,賴內科小兒科診所,台中市豐原區田心里中山路７２號,220625.094,2681354.254
653,廖勁直內科小兒科診所,台中市豐原區西勢里中興路１２６號,221051.431,2682540.333
654,同仁診所,台中市豐原區頂街里博愛街２７號,221666.84,2682848.72
655,蔣小兒科診所,台中市豐原區富春里中正路２５３號,221247.307,2682932.441
656,許耳鼻喉科診所,台中市豐原區頂街里中正路９８號,221667.057,2682988.274
657,孫恆雄診所,台中市豐原區豐原里三民路６１號,221680.141,2683143.779
658,林政光小兒科診所,台中市豐原區中山里府前街９６號　,221368.44,2682699.08
659,蘇內兒科診所,台中市豐原區中山里府前街３８號,221509.431,2682699.558
660,基成內兒科診所,台中市豐原區西勢里中山路３６９號,221036.663,2682701.83
661,吳幸源皮膚科診所,台中市豐原區豐原里中正路２２６號１樓,221703.872,2683033.95
662,豐壽診所,台中市豐原區西安里圓環南路１５６號,220550.814,2682523.784
663,林內小兒科診所,台中市豐原區富春里中正路２４７號,221259.125,2682933.717
664,張小兒科內科診所,台中市豐原區下街里三民路２０９號,221242.481,2683080.251
665,宋英雄外科診所,台中市豐原區西勢里中興路１１２號,221078.715,2682544.751
666,豐原惠民診所,台中市豐原區中陽里圓環東路４９７號,222269.75,2682557.683
667,潘耳鼻喉科診所,台中市豐原區西勢里中山路４０７號,221009.34,2682787.443
668,張清源耳鼻喉科診所,台中市豐原區豐榮里三民路９６號,221615.215,2683151.203
669,林秋能小兒科診所,台中市豐原區豐西里中山路４３７號,220982.717,2682916.977
670,豐原吳外婦科診所,台中市豐原區南陽里圓環東路３９１號,222099.502,2682285.788
671,元懋診所,台中市豐原區富春里富春街８３號,221323.497,2682887.106
672,文華婦產科診所,台中市豐原區頂街里中正路１７０號,221484.22,2682937.689
673,謝錦松內小兒科診所,台中市豐原區豐西里中正路３９４號,220759.179,2682832.649
674,謝耳鼻喉科診所,台中市豐原區田心里中山路１４３之１號,220673.56,2681585.335
675,義平外科診所,台中市豐原區社皮里中正路７１５號,219678.16,2682643.029
676,洪榮信診所,台中市豐原區社皮里中正路８８８號,219552.291,2682656.399
677,許獻榮診所,台中市豐原區南陽里南陽路２７１號,222332.423,2682170.514
678,呂揚德內科診所,台中市豐原區頂街里中正路１０４－１號,221652.978,2682975.964
679,紀鴻明診所,台中市豐原區圓環東路３８１號,222074.92,2682269.939
680,長庚黃啟昌診所,台中市豐原區頂街里中正路２８９號,221382.916,2682954.188
681,張威儀診所,台中市豐原區西勢里中興路６３號,220585.109,2682143.089
682,中庚聯合診所,台中市豐原區陽明里信義街２６巷７號,221495.562,2682625.618
683,賴朝煌小兒科診所,台中市豐原區南陽里南陽路299之4號,222250.393,2682220.544
684,詹賜鎮診所,台中市豐原區豐榮里三民路１７８號,221406.715,2683121.632
685,許躍騰診所,台中市豐原區下街里中正路２２２號　,221302.336,2682957.52
686,許慶芳耳鼻喉科診所,台中市豐原區胡蘆里中山路５０６號,221043.836,2682755.706
687,王世裕小兒科診所,台中市豐原區豐西里中正路４３０號,220674.69,2682820.85
688,傅憲舫婦產科診所,台中市豐原區中陽里圓環東路６０５號,222389.212,2682792.822
689,陳成福診所,台中市豐原區豐榮里和平街４７號,221549.6,2683089.943
690,豐原李耳鼻喉科診所,台中市豐原區南陽里南陽路２９５號,222282.796,2682199.642
691,蔡眼科診所,台中市豐原區中山路４０８號,221072.663,2682393.768
692,林金生耳鼻喉科診所,台中市豐原區田心里田心路一段１４１號,221357.136,2682187.074
693,呂岡原聯合診所,台中市豐原區豐榮里三民路１７４號,221416.875,2683123.012
694,延吉診所,台中市豐原區豐西里中正路３３８號,220888.402,2682850.796
695,梅明因診所,台中市豐原區中正路３５０號,220863.723,2682847.412
696,天益診所,台中市豐原區豐榮里和平街３３號,221550.954,2683057.892
697,重德診所,台中市豐原區豐西里中山路４８９號,220924.573,2683106.822
698,建忠眼科診所,台中市豐原區豐榮里仁愛街２號,221331.459,2682991.93
699,巫文吉婦產科診所,台中市豐原區豐西里中山路５１０巷１３號,220924.573,2683106.822
700,黃明弘診所,台中市豐原區南陽里安康路６３號,222070.859,2682039.98
701,李長模皮膚科診所,台中市豐原區中正路１２４號,221604.679,2682941.947
702,謝榮吉診所,台中市豐原區南陽里南陽路２９９–６號,222203.121,2682115.898
703,曾眼科診所,台中市豐原區頂街里中正路９０號,221680.994,2683003.714
704,光明眼科診所,台中市豐原區豐原里中正路２０號,221786.429,2683127.759
705,陳聰波診所,台中市豐原區中正路２３４號,221294.271,2682936.518
706,中新診所,台中市豐原區頂街里中正路１３６號,221577.378,2682940.946
707,佳幼診所,台中市豐原區中正路２６４號,221187.693,2682935.811
708,親安耳鼻喉科診所,台中市豐原區中山路４１９號,221001.117,2682816.631
709,汪小兒科診所,台中市豐原區豐西里忠孝街１０５巷４１號,221020.367,2683089.828
710,吳志修耳鼻喉科診所,台中市豐原區中山路３４５、３４７號１樓,220870.139,2683345.836
711,王榮祿皮膚科診所,台中市豐原區田心里圓環東路９１號,221340.049,2682067.088
712,胡必雄診所,台中市豐原區中正路４２５號,220788.579,2682816.649
713,永福診所,台中市豐原區社皮里中正路７０１號,219690.07,2682644.939
714,親親診所,台中市豐原區田心里中山路１６２號,220711.608,2681573.424
715,林大丕小兒科診所,台中市豐原區三民路１３０號１樓,221519.496,2683137.791
716,世淋診所,台中市豐原區中正路４９７號,220642.12,2682794.665
717,優生婦產科聯合診所,台中市豐原區府前街１５８號,221214.989,2682676.91
718,林隆弘診所,台中市豐原區田心路２段４０號,221509.111,2681844.901
719,林信樺眼科診所,台中市豐原區豐西里中正路３０６號,220954.94,2682861.029
720,漢中婦產科診所,台中市豐原區中正路２１４號,221351.91,2682960.779
721,三豐診所,台中市豐原區中正路５４３號５樓,220530.685,2682774.081
722,陳信佑小兒科診所,台中市豐原區南陽路３８９號,222056.709,2682355.086
723,光妍皮膚科診所,台中市豐原區中正路３７７號１樓,220811.84,2682842.169
724,劉銘郎內科診所,台中市豐原區中正路８３號,221692.543,2683018.038
725,益光皮膚科診所,台中市豐原區中正路３５０號,220863.723,2682847.412
726,林余安耳鼻喉科診所,台中市豐原區興安街１號,221032.405,2682538.961
727,呂維國婦產科診所,台中市豐原區中正路３４６號及３４８號１－４樓,220873.731,2682848.964
728,保生診所,台中市豐原區中正路３１７號,221087.771,2682873.274
729,成功診所,台中市豐原區成功路２６５號１樓,220295.149,2682395.49
730,唐偉峰復健科診所,台中市豐原區西勢里中山路３７１號,221036.038,2682705.464
731,莊婦產科診所,台中市豐原區三民路８７號,221579.708,2683129.012
732,大安診所,台中市豐原區中正路２９３號,221155.603,2682899.009
733,興豐內科診所,台中市豐原區三民路６５號６樓、７樓,221662.16,2683138.629
734,文化診所,台中市豐原區圓環東路７２１號１、２樓,222530.522,2683072.921
735,林宜民診所,台中市豐原區中山路３９３號１樓,221019.856,2682758.072
736,聯安耳鼻喉科診所,台中市豐原區中正路１９０號１樓,221415.926,2682947.949
737,大順診所,台中市豐原區北陽路１３８號１－４樓及豐東路２３９號２樓,222894.978,2682896.322
738,東和婦產科診所,台中市東勢區東安里第五橫街３０之１號,232680.613,2683555.038
739,慶恩內皮膚科診所,台中市東勢區東安里豐勢路４１７號,232596.619,2683426.058
740,劉內小兒科診所,台中市東勢區中寧里豐勢路５０６號,232537.798,2683609.878
741,榮陽內小兒科診所,台中市東勢區豐勢路４２４號,232653.53,2683322.098
742,東華內小兒科診所,台中市東勢區東安里第三橫街１０４號,232701.345,2683366.813
743,雅之診所,台中市東勢區中寧里豐勢路４６９號,232544.076,2683553.461
744,林眼科診所,台中市東勢區延平里豐勢路３２６號,232717.527,2683074.267
745,東勢朱永泰診所,台中市東勢區延平里豐勢路１７２號,232809.59,2682724.194
746,梁外科診所,台中市東勢區北興里豐勢路６１１–１號,232516.927,2683623.48
747,華辰診所,台中市東勢區南平里豐勢路３４２–１號,232689.034,2683155.379
748,維恩耳鼻喉科診所,台中市東勢區南平里豐勢路３７２號、３７４號,232694.511,2683202.228
749,建民聯合診所,台中市東勢區延平里豐勢路２６２號,232744.527,2682928.527
750,梁眼科診所,台中市東勢區南平里豐勢路３９８號,232673.361,2683271.852
751,一民診所,台中市東勢區三民街４８號１樓,232823.375,2683013.665
752,東勢張診所,台中市東勢區北興里豐勢路５４２號,232483.742,2683757.327
753,東勢蔡外科診所,台中市東勢區中寧里豐勢路５１０號１，２，３樓,232533.784,2683620.552
754,順天診所,台中市大甲區順天里順天路２０９號,211802.37,2693395.29
755,吳國祥診所,台中市大甲區朝陽里新政路５號,212146.674,2693583.961
756,大甲志仁外科診所,台中市大甲區順天里蔣公路２３３號,211384.428,2693516.324
757,錫欽診所,台中市大甲區孟春里通天路１７８號,214966.378,2697279.475
758,卓錦文診所,台中市大甲區孔門里文武路７１之１號,211772.39,2693514.149
759,同愛小兒科內科診所,台中市大甲區朝陽里鎮政路４８號,212018.796,2693441.524
760,鄭成發診所,台中市大甲區大甲里光明路６８號,211821.165,2693195.594
761,張漢昌婦產科診所,台中市大甲區經國路１９７８巷３號,214699.014,2697360.205
762,周眼科診所,台中市大甲區朝陽里鎮政路５８號,212047.989,2693516.319
763,王登源診所,台中市大甲區南陽里中山路一段５７６號,211448.304,2692897.544
764,李光輝皮膚科診所,台中市大甲區順天路３８３號１樓,212124.102,2693839.362
765,啟明眼科聯合診所,台中市大甲區光明路７１及７３號,211751.459,2693178.98
766,李婦產科診所,台中市大甲區朝陽里民生路２２之２號,212076.233,2693500.333
767,信東耳鼻喉科診所,台中市大甲區蔣公路261號,211319.182,2693538.998
768,琉璃光診所,台中市大甲區岷山里順天路３４２號,212167.5,2693870.81
769,蔡精龍診所,台中市大甲區文武里新政路２５４號,211380.203,2693970.461
770,昇和聯合診所,台中市大甲區庄美里文武路１９７–８號,211398.35,2693657
771,岷安診所,台中市大甲區民生路９之２號,212175.38,2693447.109
772,上安診所,台中市大甲區孟春里臨江路４０–１號,214888.546,2697093.725
773,黃兆聖小兒科診所,台中市大甲區順天路２９７號１， ２樓及２９９號１樓,211947.488,2693591.967
774,吳大維皮膚科診所,台中市大甲區薰風里光明路８３號,211717.56,2693181.35
775,大甲王婦產科家庭醫學科診所,台中市大甲區水源路３３８號１．２樓,212292.177,2693010.129
776,喜月婦產科診所,台中市大甲區水源路１１號１－４樓,211729.47,2692961.02
777,仁禾診所,台中市大甲區中山路一段８５９號１．２樓及８６１號１．２樓,211781.856,2693026.291
778,小朋友小兒科診所,台中市大甲區蔣公路二五五號,211336.212,2693532.637
779,小熊的森林診所,台中市大甲區三民路一三二號一、二樓,211639.641,2693665.466
780,宏光診所,台中市大甲區鎮政路６之２號一樓．二樓,211932.09,2693198.759
781,元吉診所,台中市大甲區文武路６５號,211793.693,2693505.45
782,佑吉診所,台中市大甲區文武路６５號,211793.693,2693505.45
783,見安診所,台中市大甲區順天路３９１號,212137.817,2693861.703
784,大元診所,台中市大甲區順天路１３６－１號１樓,211662.146,2693238.117
785,力倫診所,台中市大甲區蔣公路２４６號１樓,211383.962,2693534.46
786,李家榮耳鼻喉科診所,台中市大甲區蔣公路２１２－１號１樓,211486.829,2693494.669
787,幼工診所,台中市大甲區日南里幼獅路３６號１樓,214669.63,2699883.179
788,璩大維診所,台中市大甲區中山路一段１０３５號１樓,212205.201,2693672.396
789,清水回生家庭醫學科診所,台中市清水區南寧里中山路１３４號,206928.432,2684874.929
790,明哲診所,台中市清水區北寧里中山路４４９－１號,207056.47,2685430.48
791,紀小兒科內科診所,台中市清水區西寧里中興街６６號,206843.647,2685217.595
792,全佑家庭醫學科診所,台中市清水區中興里新興路２６０號,207118.415,2685021.287
793,蕭兆輝婦產科診所,台中市清水區南寧里中山路２１９號,206802.889,2684766.385
794,洪耳鼻喉科診所,台中市清水區中山路１５１－３號,206729.258,2684491.199
795,林玉彪診所,台中市清水區南寧里光華路１３５號,206746.227,2684795.669
796,蘇光緯診所,台中市清水區中興里中山路１９８號,206993.269,2685105.611
797,趙見福診所,台中市清水區靈泉里鎮南街１之２號,207040.034,2684623.572
798,正明眼科診所,台中市清水區中山路１３２之１號及１３２之２號,206909.81,2684870.654
799,清水王婦產科診所,台中市清水區清水里鎮南街３８號,206875.793,2684707.703
800,陳振昆診所,台中市清水區清水里中山路127號,206681.024,2684363.24
801,陽明診所,台中市清水區光華路７５號,206597.774,2684394.433
802,林澤民小兒科診所,台中市清水區中山路２４２–１號,206497.421,2683769.882
803,清水王眼科診所,台中市清水區南寧里中山路１２６－１號,206880.981,2684800.884
804,蔡篤煌診所,台中市清水區西寧里西寧路１５號,206764.494,2685061.106
805,萬安診所,台中市清水區南寧里中山路１２６–２號,206876.296,2684780.288
806,楊進隆皮膚科診所,台中市清水區南寧里光華路１６７號,206774.516,2684870.862
807,何耳鼻喉科診所,台中市清水區清水里中山路１９９之１，１９９之２號,206822.25,2684735.54
808,嘉佑診所,台中市清水區橋頭里高美路１１７–３號,206575.367,2686117.808
809,吳內科診所,台中市清水區西寧路８１之１號,206831.138,2685146.517
810,太慶診所,台中市清水區靈泉里新興路１１６號,206933.978,2684577.85
811,安新診所,台中市清水區文昌里中山路１７０號三樓,206969.1,2685014.799
812,清水李復健科診所,台中市清水區北寧街８２號,207059.472,2685237.078
813,顏耳鼻喉科診所,台中市清水區光復街１１０號,206877.643,2685124.71
814,順風耳鼻喉科診所,台中市清水區鎮南街４１、４３號１樓,206523.394,2684871.571
815,高美內科診所,台中市清水區中山路９４號５樓之３,206839.62,2684641.509
816,林佳輝診所,台中市清水區中正街１９號１樓,206550.195,2684162.115
817,楊超博診所,台中市清水區中山路１５１－８號１樓,206736.981,2684510.495
818,德安診所,台中市清水區中華路４３８、４４０號１樓,207358.761,2686181.759
819,蔡神經科診所,台中市清水區中山路１３４－２號１－３樓,206913.867,2684890.66
820,清水祥和診所,台中市清水區文昌街３７號１樓,206985.059,2684984.943
821,彰仁外科婦科診所,台中市沙鹿區沙鹿里大同街６５號,205171.562,2681397.427
822,健元診所,台中市沙鹿區居仁里中山路３４７號,205284.38,2681611.089
823,鴻仁婦產科診所,台中市沙鹿區洛泉里中山路１７９號,205741.018,2681361.734
824,沙鹿楊診所,台中市沙鹿區沙鹿里日新街１２６號,205337.021,2681363.478
825,民眾診所,台中市沙鹿區四平街１２０號,205386.489,2681220.651
826,長明眼科診所,台中市沙鹿區洛泉里文昌街６號,205522.551,2681240.561
827,張治國診所,台中市沙鹿區沙田路７５之４號,205162.352,2681001.217
828,魏重耀婦產科診所,台中市沙鹿區北勢里鎮南路二段４１８號,205981.359,2680606.128
829,沙鹿李眼科診所,台中市沙鹿區沙田路１２８–１號,204635.524,2679120.16
830,潔新眼科診所,台中市沙鹿區文昌街３１號,205495.068,2681340.447
831,大維診所,台中市沙鹿區鹿寮里成功東街９９號,205747.347,2681891.319
832,簡祺修小兒科診所,台中市沙鹿區鹿寮里中山路４０４–１號,205441.06,2681877.18
833,昌和診所,台中市沙鹿區福興里鎮南路２段２４９號,206181.918,2679866.517
834,蕭英宗耳鼻喉科診所,台中市沙鹿區中山路３４８號,205392.908,2681735.558
835,沙鹿李小兒科診所,台中市沙鹿區沙鹿里沙田路１７２號,205293.445,2681345.737
836,許煥澤婦產科診所,台中市沙鹿區中山路４４９之２號,205448.91,2682027.128
837,黃如峰診所,台中市沙鹿區公明里中清路１５–４號,210189.81,2682407.026
838,程耳鼻喉科診所,台中市沙鹿區中山路３８６之１號,205452.693,2681913.37
839,小太陽小兒科診所,台中市沙鹿區興仁里鎮南路二段６３１號,205227.022,2681063.646
840,舒安婦產科診所,台中市沙鹿區中山路１６１之１號１．２樓,205911.114,2681334.524
841,朱博欣小兒科診所,台中市沙鹿區中山路四一八號,205409.548,2681900.191
842,昭和診所,台中市沙鹿區鎮南路二段３７號,206333.84,2679222.753
843,夏在中診所,台中市沙鹿區沙田路５７之４號一、二樓,205167.63,2680875.495
844,孫皓雲小兒科診所,台中市沙鹿區中山路１６１號１樓,205915.878,2681333.629
845,沙鹿楊耳鼻喉科診所,台中市沙鹿區沙田路５３號,205171.829,2680810.753
846,莊耳鼻喉科診所,台中市沙鹿區沙田路８２號１樓,205201.196,2681015.049
847,真善美診所,台中市沙鹿區成功東街１１７、１１９號１樓,206046.364,2681863.257
848,紀榮芳診所,台中市沙鹿區中山路１６４－８號１樓,205907.796,2681362.501
849,晨安診所,台中市沙鹿區北勢東路６９５號１樓,206551.043,2680515.044
850,得吉診所,台中市沙鹿區北勢東路６９５號１樓,206551.043,2680515.044
851,何秋燕皮膚科診所,台中市沙鹿區沙田路５３－４、５３－５號１樓,205171.298,2680815.089
852,楊德育診所,台中市梧棲區中棲路一段８２０之１號,203259.772,2682729.075
853,啟恩診所,台中市梧棲區中正里中和街８１號,202427.557,2683367.004
854,宏恩外科診所,台中市梧棲區中和里梧棲路１３２號,202226.776,2683486.578
855,保順診所,台中市梧棲區中正里居仁街９１號,202841.176,2683601.299
856,張瑞林小兒科診所,台中市梧棲區中興路１２８巷５號,202740.026,2683195.498
857,義德診所,台中市梧棲區大庄里文昌路１６４號,204063.935,2681973.998
858,長生診所,台中市梧棲區中和里民生西街203號,201996.508,2683598.612
859,安心診所,台中市梧棲區港埠路一段１１１５號１樓,202771.326,2682722.208
860,李甫奭診所,台中市后里區北村四村路１１３號,220884.258,2688905.648
861,徐內小兒科診所,台中市后里區厚里里甲后路５８８號,221483.689,2689309.276
862,后里張婦產外科診所,台中市后里區后里里甲后路５０５號,221657.872,2689277.91
863,鄭文瑞婦產科診所,台中市后里區墩東里文明路１９０號,221260.106,2689043.654
864,光仁診所,台中市后里區后里里三豐路３３１號,222000.62,2689909.785
865,憲生外科婦產科診所,台中市后里區后里里三豐路２８５號,221975.908,2689815.515
866,易生診所,台中市后里區墩北里三光路８１號,220660.92,2688965.015
867,國泰診所,台中市后里區義里里甲后路２４０號,222322.989,2689277.583
868,施博元診所,台中市后里區墩東里民生路２２０號,220946.608,2688973.453
869,生和診所,台中市后里區后里里甲后路４６１號,221751.861,2689260.234
870,資生診所,台中市后里區屯西村四村路６１號,220823.758,2688774.906
871,佳音診所,台中市后里區甲后路２２２號,222365.804,2689283.6
872,月眉診所,台中市后里區眉山里甲后路九一九號,217960.53,2690034.887
873,大明眼科診所,台中市后里區文明路３１巷１之３號,221661.356,2688964.111
874,黃彰暉耳鼻喉科診所,台中市后里區后里里甲后路３９６號,221952.057,2689254.896
875,健安內科診所,台中市后里區義里里甲后路３３３號２，３樓,222284.402,2689303.345
876,蕭天讚小兒科診所,台中市后里區厚里里甲后路５５７號,221542.228,2689299.524
877,后安診所,台中市后里區甲后路２８１號,216920.14,2690151.324
878,張偉煌診所,台中市后里區甲后路４３０號１樓,222095.326,2689285.953
879,吉泰診所,台中市后里區甲后路１４９、１５１號,220241.829,2689561.301
880,厚生診所,台中市后里區三豐路１０４號,221860.657,2686796.674
881,李煥照婦產專科診所,台中市后里區文明路３３號１樓,221632.785,2688976.835
882,后里維恩耳鼻喉科診所,台中市后里區甲后路３１４號１樓,222146.122,2689267.537
883,望晴診所,台中市后里區大圳路６２９號１、２樓,220584.242,2689399.355
884,祥祐診所,台中市神岡區豐洲里五權路６９號,220751.065,2683602.353
885,祈安聯合診所,台中市神岡區社南里民生路２７號,217760.859,2682301.699
886,源美內兒科診所,台中市神岡區神岡里神岡路４５之１號,215601.872,2683591.177
887,李內兒科診所,台中市神岡區社口里中山路６２８號,217727.769,2682424.64
888,林炳麟診所,台中市神岡區神岡里神岡路２４號,215665.03,2683627.399
889,呂錫修婦產科診所,台中市神岡區豐洲里五權路１０３號,220784.195,2683531.836
890,張弘毅診所,台中市神岡區圳堵里神清路２４４號,215207.06,2685015.16
891,安德診所,台中市神岡區社口里中山路７３７號,217548.507,2682550.191
892,陳忠義診所,台中市神岡區民生路２２號,217719.04,2682316.6
893,李敦錦聯合診所,台中市神岡區社南里民生路４０–２號,217826.799,2682351.339
894,鄧政宗耳鼻喉科診所,台中市神岡區社口里中山路４８９號,218114.7,2682408.37
895,保東診所,台中市神岡區神岡里神岡路７３號,215500.109,2683563.484
896,林政益小兒科診所,台中市神岡區岸裡里中山路３３號,219369.07,2682590.944
897,晉安診所,台中市神岡區中山路９０６號,217224.359,2682808.7
898,劉俊欣耳鼻喉科診所,台中市神岡區神岡路８３號１樓,215470.6,2683555.21
899,杏安診所,台中市神岡區社口里中山路６５４號１樓,217695.929,2682441.89
900,劉文彬內科小兒科診所,台中市潭子區潭子街三段１２２號,220112.182,2678931.747
901,潭子謝小兒科內科診所,台中市潭子區潭秀里中山路二段３８４號,220074.29,2678770.319
902,周肇銘診所,台中市潭子區潭秀里中山路二段３９４號,220069.193,2678857.887
903,林明亮診所,台中市潭子區頭家里頭張路一段３號　,219745.727,2676595.679
904,劉內小兒科診所,台中市潭子區頭家里中山路一段３１６號,219747.624,2677107.929
905,潭工診所,台中市潭子區潭秀里雅潭路一段２６號,219983.427,2678968.467
906,游振國小兒科診所,台中市潭子區甘蔗里雅潭路一段１６５號,219625.774,2678975.438
907,柯耳鼻喉科診所,台中市潭子區甘蔗里雅潭路一段１５１號,219663.371,2678970.997
908,潭子林眼科診所,台中市潭子區潭秀里中山路２段３８４–２號,220080.488,2678675.189
909,林田診所,台中市潭子區潭陽里潭興路２段３７０號,220498.219,2678384.433
910,郭耳鼻喉科診所,台中市潭子區中山路２段３６２－１，３６２－２號,220078.97,2678701.563
911,人愛診所,台中市潭子區潭陽里潭興路二段３９４號,220451.494,2678391.423
912,加安診所,台中市潭子區雅潭路１段１５７號１．２樓,219647.534,2678972.898
913,泰昌診所,台中市潭子區頭家里頭張路一段８８號,219547.602,2676590.478
914,愛兒診所,台中市潭子區潭秀里中山路二段４４８號,220092.651,2679001.981
915,明新眼科診所,台中市潭子區潭陽里中山路二段３７１號,220048.47,2678621.955
916,品安診所,台中市潭子區勝利路１６６號,219603.803,2678455.819
917,蔡金福骨科診所,台中市潭子區甘蔗里雅潭路１段１５９號,219642.098,2678973.527
918,邱倉停診所,台中市潭子區潭興路２段３８６號,220469.187,2678388.691
919,生光診所,台中市潭子區甘蔗里勝利路９１號,219643.802,2678168.781
920,普霖小兒科診所,台中市潭子區福仁里復興路１段５５號,220146.19,2677516.492
921,潭子林外科診所,台中市潭子區潭秀里中山路２段３８４-６號,220074.48,2678799.313
922,簡宗保診所,台中市潭子區中山路２段２９５號,220045.013,2678428.821
923,安安診所,台中市潭子區中山路２段３８３號,220046.434,2678644.637
924,何孟哲診所,台中市潭子區甘蔗里勝利路２７３號,219569.179,2678646.706
925,高麗燕診所,台中市潭子區潭富路一段二十八、三十號,219840.212,2679396.833
926,尚渼皮膚科診所,台中市潭子區中山路２段３６８號,220078.459,2678719.114
